fixture_id,league,season,kickoff,home_team,away_team,status,home_goals,away_goals,home_xg,away_xg,o_home,o_draw,o_away,o_btts_yes,o_btts_no,o_over_25,o_under_25,synthetic_only
4834,Ligue 1 (France),2024,2025-12-31 21:00:00,Lig-Team-01,Lig-Team-08,FINISHED,0.0,0.0,1.19,0.8,1.98,3.05,4.41,2.8,1.45,3.37,1.33,True
4835,Ligue 1 (France),2024,2025-12-31 16:00:00,Lig-Team-02,Lig-Team-16,FINISHED,0.0,2.0,0.69,0.6,3.32,2.39,2.94,4.06,1.25,6.5,1.11,True
4836,Ligue 1 (France),2024,2025-12-31 18:00:00,Lig-Team-06,Lig-Team-15,FINISHED,0.0,4.0,1.18,2.28,4.14,4.51,1.67,1.49,2.62,1.44,2.82,True
4837,Ligue 1 (France),2024,2025-12-31 21:00:00,Lig-Team-09,Lig-Team-11,FINISHED,1.0,1.0,0.94,1.11,2.27,3.19,3.23,2.24,1.67,2.65,1.48,True
4838,Ligue 1 (France),2024,2025-12-31 18:00:00,Lig-Team-13,Lig-Team-14,FINISHED,3.0,1.0,1.34,1.06,2.31,3.3,3.06,2.11,1.74,2.46,1.57,True
4839,Ligue 1 (France),2024,2025-12-31 18:00:00,Lig-Team-03,Lig-Team-07,FINISHED,0.0,0.0,0.45,0.89,3.83,2.72,2.3,3.2,1.34,4.36,1.22,True
4840,Ligue 1 (France),2024,2025-12-31 18:00:00,Lig-Team-10,Lig-Team-12,FINISHED,0.0,2.0,0.61,1.44,5.29,3.76,1.66,2.25,1.66,2.27,1.63,True
4841,Premier League (England),2024,2026-01-01 13:00:00,Pre-Team-15,Pre-Team-09,FINISHED,0.0,0.0,0.71,1.07,2.53,2.84,3.17,2.81,1.44,3.71,1.29,True
4842,Premier League (England),2024,2026-01-01 18:00:00,Pre-Team-11,Pre-Team-02,FINISHED,1.0,2.0,1.08,1.22,2.66,3.44,2.52,1.92,1.87,2.19,1.68,True
4843,Premier League (England),2024,2026-01-01 16:00:00,Pre-Team-04,Pre-Team-05,FINISHED,1.0,0.0,1.25,0.9,1.73,3.57,5.0,2.37,1.6,2.49,1.54,True
4844,Premier League (England),2024,2026-01-01 13:00:00,Pre-Team-10,Pre-Team-07,FINISHED,0.0,3.0,1.85,1.68,2.27,4.17,2.63,1.42,2.88,1.44,2.83,True
4845,Premier League (England),2024,2026-01-01 21:00:00,Pre-Team-03,Pre-Team-12,FINISHED,0.0,0.0,2.01,0.89,1.76,4.02,4.08,1.73,2.1,1.77,2.07,True
4846,Premier League (England),2024,2026-01-01 13:00:00,Pre-Team-08,Pre-Team-14,FINISHED,2.0,1.0,0.96,0.78,3.7,2.54,2.53,3.63,1.28,5.36,1.17,True
4847,Premier League (England),2024,2026-01-01 13:00:00,Pre-Team-06,Pre-Team-16,FINISHED,0.0,2.0,0.56,1.07,3.56,2.78,2.4,2.98,1.4,3.99,1.25,True
4848,Premier League (England),2024,2026-01-01 21:00:00,Pre-Team-13,Pre-Team-01,FINISHED,0.0,2.0,0.96,1.34,2.69,3.22,2.6,2.19,1.7,2.58,1.51,True
4849,La Liga (Spain),2024,2026-01-01 13:00:00,La -Team-13,La -Team-12,FINISHED,1.0,0.0,1.16,1.33,4.47,3.37,1.86,2.37,1.59,2.66,1.49,True
4850,La Liga (Spain),2024,2026-01-01 21:00:00,La -Team-06,La -Team-02,FINISHED,3.0,1.0,1.7,1.05,2.04,3.95,3.13,1.61,2.35,1.66,2.23,True
4851,La Liga (Spain),2024,2026-01-01 21:00:00,La -Team-11,La -Team-16,FINISHED,2.0,0.0,1.56,0.64,1.66,3.45,5.75,2.69,1.46,2.84,1.43,True
4852,La Liga (Spain),2024,2026-01-01 16:00:00,La -Team-04,La -Team-05,FINISHED,2.0,1.0,0.9,0.88,3.8,3.0,2.14,2.63,1.49,3.23,1.35,True
4853,La Liga (Spain),2024,2026-01-01 16:00:00,La -Team-01,La -Team-10,FINISHED,2.0,1.0,1.26,1.54,2.79,3.73,2.31,1.68,2.2,1.81,2.04,True
4854,La Liga (Spain),2024,2026-01-01 16:00:00,La -Team-03,La -Team-08,FINISHED,0.0,4.0,1.27,1.79,4.33,4.03,1.74,1.83,2.0,1.84,1.96,True
4855,La Liga (Spain),2024,2026-01-01 16:00:00,La -Team-09,La -Team-14,FINISHED,1.0,1.0,1.02,2.08,4.69,4.32,1.62,1.71,2.14,1.67,2.23,True
4856,La Liga (Spain),2024,2026-01-01 16:00:00,La -Team-07,La -Team-15,FINISHED,0.0,0.0,0.98,0.85,3.53,2.96,2.26,2.65,1.5,3.29,1.33,True
4857,Serie A (Italy),2024,2026-01-01 18:00:00,Ser-Team-01,Ser-Team-16,FINISHED,2.0,1.0,2.3,0.82,1.28,5.59,10.05,2.17,1.7,1.68,2.16,True
4858,Serie A (Italy),2024,2026-01-01 16:00:00,Ser-Team-10,Ser-Team-06,FINISHED,1.0,0.0,1.01,0.37,1.53,3.37,8.74,3.92,1.27,3.67,1.28,True
4859,Serie A (Italy),2024,2026-01-01 18:00:00,Ser-Team-15,Ser-Team-03,FINISHED,2.0,0.0,1.02,0.95,2.64,3.4,2.6,1.97,1.82,2.29,1.64,True
4860,Serie A (Italy),2024,2026-01-01 21:00:00,Ser-Team-09,Ser-Team-04,FINISHED,0.0,1.0,0.9,1.11,3.28,2.91,2.44,2.68,1.48,3.44,1.31,True
4861,Serie A (Italy),2024,2026-01-01 18:00:00,Ser-Team-13,Ser-Team-05,FINISHED,0.0,1.0,0.94,0.7,3.26,2.71,2.6,3.07,1.37,4.29,1.24,True
4862,Serie A (Italy),2024,2026-01-01 16:00:00,Ser-Team-07,Ser-Team-14,FINISHED,2.0,2.0,0.83,1.15,2.95,3.15,2.48,2.27,1.64,2.72,1.47,True
4863,Serie A (Italy),2024,2026-01-01 13:00:00,Ser-Team-12,Ser-Team-02,FINISHED,0.0,2.0,1.01,1.23,2.23,3.17,3.35,2.32,1.63,2.73,1.45,True
4864,Serie A (Italy),2024,2026-01-01 21:00:00,Ser-Team-11,Ser-Team-08,FINISHED,0.0,1.0,1.94,1.62,1.74,4.25,4.06,1.62,2.3,1.6,2.32,True
4865,Bundesliga (Germany),2024,2026-01-01 16:00:00,Bun-Team-05,Bun-Team-06,FINISHED,3.0,3.0,1.22,1.19,3.03,3.47,2.23,1.92,1.87,2.16,1.7,True
4866,Bundesliga (Germany),2024,2026-01-01 21:00:00,Bun-Team-16,Bun-Team-07,FINISHED,1.0,3.0,0.71,1.09,3.44,3.25,2.14,2.22,1.67,2.62,1.5,True
4867,Bundesliga (Germany),2024,2026-01-01 21:00:00,Bun-Team-10,Bun-Team-08,FINISHED,0.0,0.0,0.92,0.18,1.78,2.96,6.08,3.66,1.3,4.23,1.23,True
4868,Bundesliga (Germany),2024,2026-01-01 16:00:00,Bun-Team-09,Bun-Team-11,FINISHED,3.0,0.0,1.91,0.46,1.48,4.14,7.39,2.54,1.53,2.33,1.61,True
4869,Bundesliga (Germany),2024,2026-01-01 21:00:00,Bun-Team-14,Bun-Team-12,FINISHED,2.0,2.0,1.54,1.94,3.57,4.35,1.82,1.48,2.65,1.47,2.74,True
4870,Bundesliga (Germany),2024,2026-01-01 18:00:00,Bun-Team-15,Bun-Team-01,FINISHED,1.0,1.0,0.8,0.57,1.86,3.26,4.7,2.63,1.5,2.99,1.4,True
4871,Bundesliga (Germany),2024,2026-01-01 21:00:00,Bun-Team-03,Bun-Team-04,FINISHED,2.0,3.0,0.94,0.94,2.83,3.05,2.62,2.4,1.57,2.95,1.4,True
4872,Bundesliga (Germany),2024,2026-01-01 13:00:00,Bun-Team-13,Bun-Team-02,FINISHED,1.0,2.0,1.23,1.33,2.21,3.77,2.92,1.67,2.21,1.76,2.06,True
4873,Ligue 1 (France),2024,2026-01-01 18:00:00,Lig-Team-02,Lig-Team-01,FINISHED,1.0,0.0,0.92,0.65,3.21,2.91,2.46,2.65,1.49,3.39,1.33,True
4874,Ligue 1 (France),2024,2026-01-01 18:00:00,Lig-Team-10,Lig-Team-08,FINISHED,0.0,3.0,0.35,0.64,3.14,2.76,2.67,2.96,1.41,3.95,1.24,True
4875,Ligue 1 (France),2024,2026-01-01 13:00:00,Lig-Team-14,Lig-Team-04,FINISHED,4.0,2.0,0.98,0.88,2.81,2.94,2.78,2.61,1.51,3.3,1.33,True
4876,Ligue 1 (France),2024,2026-01-01 18:00:00,Lig-Team-07,Lig-Team-15,FINISHED,0.0,0.0,1.22,0.85,2.59,3.26,2.71,2.11,1.74,2.47,1.55,True
4877,Ligue 1 (France),2024,2026-01-01 21:00:00,Lig-Team-05,Lig-Team-03,FINISHED,1.0,3.0,0.92,0.81,2.72,2.75,3.05,3.0,1.39,4.09,1.23,True
4878,Ligue 1 (France),2024,2026-01-01 13:00:00,Lig-Team-12,Lig-Team-06,FINISHED,4.0,2.0,2.19,1.17,1.72,4.13,4.18,1.7,2.18,1.69,2.19,True
4879,Ligue 1 (France),2024,2026-01-01 16:00:00,Lig-Team-16,Lig-Team-13,FINISHED,1.0,0.0,0.78,0.84,2.76,2.6,3.21,3.37,1.33,4.88,1.18,True
4880,Ligue 1 (France),2024,2026-01-01 13:00:00,Lig-Team-11,Lig-Team-09,FINISHED,2.0,0.0,1.49,1.41,2.41,3.17,3.0,2.24,1.65,2.66,1.49,True
4881,Premier League (England),2024,2026-01-07 21:00:00,Pre-Team-12,Pre-Team-10,FINISHED,3.0,1.0,1.86,0.96,1.77,4.18,3.91,1.6,2.33,1.6,2.35,True
4882,Premier League (England),2024,2026-01-07 16:00:00,Pre-Team-07,Pre-Team-01,FINISHED,1.0,3.0,1.38,1.74,4.16,4.6,1.66,1.46,2.7,1.41,2.93,True
4883,Premier League (England),2024,2026-01-07 16:00:00,Pre-Team-15,Pre-Team-04,FINISHED,0.0,1.0,0.8,1.59,4.46,3.64,1.79,2.13,1.73,2.27,1.64,True
4884,Premier League (England),2024,2026-01-07 16:00:00,Pre-Team-11,Pre-Team-06,FINISHED,4.0,0.0,1.84,0.99,1.61,4.21,5.04,1.84,1.96,1.79,2.02,True
4885,Premier League (England),2024,2026-01-07 13:00:00,Pre-Team-03,Pre-Team-05,FINISHED,0.0,0.0,0.96,0.78,2.64,3.0,2.86,2.48,1.54,3.09,1.36,True
4886,Premier League (England),2024,2026-01-07 16:00:00,Pre-Team-09,Pre-Team-13,FINISHED,0.0,0.0,0.66,0.87,2.72,2.76,3.06,2.98,1.4,4.04,1.25,True
4887,Premier League (England),2024,2026-01-07 18:00:00,Pre-Team-02,Pre-Team-14,FINISHED,1.0,0.0,1.22,0.29,1.7,3.18,6.29,3.29,1.34,3.57,1.3,True
4888,Premier League (England),2024,2026-01-07 16:00:00,Pre-Team-16,Pre-Team-08,FINISHED,0.0,0.0,1.11,0.82,1.66,3.02,7.75,4.23,1.22,4.52,1.2,True
4889,La Liga (Spain),2024,2026-01-07 21:00:00,La -Team-11,La -Team-08,FINISHED,0.0,0.0,0.99,0.79,2.9,2.62,2.98,3.26,1.34,4.71,1.2,True
4890,La Liga (Spain),2024,2026-01-07 16:00:00,La -Team-10,La -Team-05,FINISHED,1.0,1.0,1.15,1.56,2.7,3.53,2.45,1.83,1.99,2.03,1.8,True
4891,La Liga (Spain),2024,2026-01-07 18:00:00,La -Team-07,La -Team-01,FINISHED,2.0,0.0,1.11,0.99,3.05,3.27,2.33,2.11,1.76,2.45,1.56,True
4892,La Liga (Spain),2024,2026-01-07 13:00:00,La -Team-16,La -Team-15,FINISHED,1.0,1.0,0.72,1.04,3.5,3.27,2.15,2.24,1.67,2.58,1.51,True
4893,La Liga (Spain),2024,2026-01-07 21:00:00,La -Team-03,La -Team-12,FINISHED,0.0,3.0,1.21,2.36,6.79,5.52,1.37,1.64,2.31,1.41,2.94,True
4894,La Liga (Spain),2024,2026-01-07 18:00:00,La -Team-04,La -Team-14,FINISHED,0.0,0.0,0.76,0.94,4.22,2.85,2.13,3.12,1.37,4.05,1.24,True
4895,La Liga (Spain),2024,2026-01-07 21:00:00,La -Team-06,La -Team-09,FINISHED,1.0,1.0,2.07,1.04,1.62,4.52,4.52,1.57,2.4,1.5,2.59,True
4896,La Liga (Spain),2024,2026-01-07 21:00:00,La -Team-13,La -Team-02,FINISHED,2.0,3.0,1.12,1.46,2.47,3.63,2.65,1.75,2.09,1.9,1.9,True
4897,Serie A (Italy),2024,2026-01-07 13:00:00,Ser-Team-04,Ser-Team-10,FINISHED,3.0,1.0,1.58,0.75,1.93,3.64,3.78,1.96,1.84,2.13,1.75,True
4898,Serie A (Italy),2024,2026-01-07 21:00:00,Ser-Team-07,Ser-Team-09,FINISHED,2.0,1.0,0.93,1.16,2.5,3.2,2.88,2.2,1.68,2.63,1.51,True
4899,Serie A (Italy),2024,2026-01-07 16:00:00,Ser-Team-13,Ser-Team-15,FINISHED,0.0,0.0,1.04,0.66,2.09,3.0,4.03,2.7,1.48,3.37,1.34,True
4900,Serie A (Italy),2024,2026-01-07 16:00:00,Ser-Team-14,Ser-Team-11,FINISHED,0.0,1.0,1.3,0.48,1.7,3.43,5.59,2.66,1.48,2.84,1.43,True
4901,Serie A (Italy),2024,2026-01-07 21:00:00,Ser-Team-02,Ser-Team-01,FINISHED,1.0,2.0,0.97,1.23,2.98,2.9,2.64,2.63,1.48,3.37,1.32,True
4902,Serie A (Italy),2024,2026-01-07 16:00:00,Ser-Team-05,Ser-Team-12,FINISHED,0.0,1.0,1.35,0.93,2.36,3.05,3.25,2.44,1.57,2.99,1.4,True
4903,Serie A (Italy),2024,2026-01-07 16:00:00,Ser-Team-03,Ser-Team-06,FINISHED,2.0,0.0,1.01,0.52,1.79,2.8,6.77,4.24,1.23,5.0,1.16,True
4904,Serie A (Italy),2024,2026-01-07 21:00:00,Ser-Team-08,Ser-Team-16,FINISHED,3.0,4.0,2.02,1.93,2.24,4.38,2.57,1.32,3.31,1.32,3.4,True
4905,Bundesliga (Germany),2024,2026-01-07 16:00:00,Bun-Team-05,Bun-Team-09,FINISHED,1.0,3.0,0.46,0.97,3.53,2.71,2.46,3.12,1.38,4.23,1.23,True
4906,Bundesliga (Germany),2024,2026-01-07 21:00:00,Bun-Team-01,Bun-Team-12,FINISHED,4.0,2.0,1.15,1.15,2.89,3.31,2.42,2.04,1.77,2.36,1.59,True
4907,Bundesliga (Germany),2024,2026-01-07 16:00:00,Bun-Team-13,Bun-Team-03,FINISHED,1.0,3.0,1.69,0.67,1.7,3.76,4.82,2.11,1.73,2.16,1.71,True
4908,Bundesliga (Germany),2024,2026-01-07 18:00:00,Bun-Team-08,Bun-Team-02,FINISHED,0.0,2.0,0.43,0.86,4.02,2.82,2.19,3.08,1.35,4.05,1.23,True
4909,Bundesliga (Germany),2024,2026-01-07 18:00:00,Bun-Team-16,Bun-Team-15,FINISHED,0.0,3.0,0.63,1.36,5.8,3.32,1.7,2.93,1.41,3.15,1.36,True
4910,Bundesliga (Germany),2024,2026-01-07 13:00:00,Bun-Team-04,Bun-Team-10,FINISHED,0.0,1.0,0.89,1.39,2.99,3.27,2.38,2.15,1.71,2.49,1.54,True
4911,Bundesliga (Germany),2024,2026-01-07 13:00:00,Bun-Team-14,Bun-Team-07,FINISHED,1.0,2.0,1.77,1.35,2.45,4.12,2.46,1.46,2.73,1.48,2.65,True
4912,Bundesliga (Germany),2024,2026-01-07 18:00:00,Bun-Team-11,Bun-Team-06,FINISHED,0.0,2.0,1.08,1.88,4.66,4.51,1.6,1.6,2.37,1.52,2.53,True
4913,Ligue 1 (France),2024,2026-01-07 18:00:00,Lig-Team-15,Lig-Team-03,FINISHED,2.0,0.0,1.37,0.46,1.58,3.73,6.15,2.51,1.54,2.48,1.54,True
4914,Ligue 1 (France),2024,2026-01-07 18:00:00,Lig-Team-01,Lig-Team-14,FINISHED,2.0,1.0,1.6,1.31,2.17,3.72,2.98,1.75,2.1,1.85,1.96,True
4915,Ligue 1 (France),2024,2026-01-07 13:00:00,Lig-Team-07,Lig-Team-06,FINISHED,0.0,1.0,1.76,0.95,1.59,4.18,5.14,1.89,1.92,1.86,1.98,True
4916,Ligue 1 (France),2024,2026-01-07 21:00:00,Lig-Team-09,Lig-Team-02,FINISHED,2.0,0.0,1.11,0.28,1.72,3.13,6.22,3.32,1.35,3.64,1.29,True
4917,Ligue 1 (France),2024,2026-01-07 18:00:00,Lig-Team-05,Lig-Team-12,FINISHED,0.0,2.0,0.99,1.33,3.36,3.14,2.25,2.37,1.6,2.86,1.43,True
4918,Ligue 1 (France),2024,2026-01-07 13:00:00,Lig-Team-16,Lig-Team-08,FINISHED,0.0,0.0,0.69,0.83,2.38,2.4,4.36,4.26,1.21,6.49,1.11,True
4919,Ligue 1 (France),2024,2026-01-07 21:00:00,Lig-Team-10,Lig-Team-11,FINISHED,1.0,0.0,0.37,1.85,5.61,3.97,1.59,2.16,1.7,2.14,1.71,True
4920,Ligue 1 (France),2024,2026-01-07 21:00:00,Lig-Team-13,Lig-Team-04,FINISHED,0.0,0.0,0.49,0.89,3.05,2.5,2.99,3.57,1.3,5.4,1.16,True
4921,Premier League (England),2024,2026-01-08 21:00:00,Pre-Team-10,Pre-Team-13,FINISHED,2.0,0.0,0.58,1.69,3.73,3.35,2.02,2.18,1.69,2.47,1.54,True
4922,Premier League (England),2024,2026-01-08 21:00:00,Pre-Team-07,Pre-Team-03,FINISHED,2.0,1.0,1.44,1.72,3.27,4.11,1.96,1.53,2.5,1.55,2.47,True
4923,Premier League (England),2024,2026-01-08 13:00:00,Pre-Team-11,Pre-Team-16,FINISHED,3.0,1.0,1.17,1.01,2.33,3.08,3.24,2.38,1.59,2.9,1.42,True
4924,Premier League (England),2024,2026-01-08 13:00:00,Pre-Team-01,Pre-Team-02,FINISHED,0.0,1.0,0.89,1.45,3.17,3.24,2.27,2.19,1.69,2.56,1.51,True
4925,Premier League (England),2024,2026-01-08 18:00:00,Pre-Team-09,Pre-Team-04,FINISHED,1.0,0.0,0.7,1.42,4.36,3.27,1.92,2.52,1.55,2.85,1.43,True
4926,Premier League (England),2024,2026-01-08 18:00:00,Pre-Team-05,Pre-Team-08,FINISHED,1.0,0.0,0.8,1.03,1.73,3.09,6.28,3.43,1.33,3.79,1.27,True
4927,Premier League (England),2024,2026-01-08 18:00:00,Pre-Team-14,Pre-Team-12,FINISHED,0.0,1.0,1.83,1.17,2.07,3.38,3.61,2.14,1.7,2.42,1.58,True
4928,Premier League (England),2024,2026-01-08 18:00:00,Pre-Team-15,Pre-Team-06,FINISHED,1.0,2.0,1.2,1.01,2.35,3.17,3.13,2.26,1.66,2.71,1.47,True
4929,La Liga (Spain),2024,2026-01-08 18:00:00,La -Team-10,La -Team-12,FINISHED,0.0,2.0,1.19,1.44,3.32,3.51,2.11,1.94,1.87,2.17,1.71,True
4930,La Liga (Spain),2024,2026-01-08 13:00:00,La -Team-03,La -Team-07,FINISHED,0.0,3.0,1.65,1.13,2.13,3.75,3.05,1.7,2.16,1.82,2.02,True
4931,La Liga (Spain),2024,2026-01-08 21:00:00,La -Team-04,La -Team-13,FINISHED,0.0,0.0,0.78,0.78,2.62,2.7,3.21,3.09,1.37,4.29,1.22,True
4932,La Liga (Spain),2024,2026-01-08 21:00:00,La -Team-09,La -Team-08,FINISHED,1.0,5.0,0.98,1.57,3.8,3.71,1.88,1.85,1.94,1.97,1.84,True
4933,La Liga (Spain),2024,2026-01-08 21:00:00,La -Team-15,La -Team-01,FINISHED,1.0,3.0,0.96,0.99,2.03,3.55,3.41,1.92,1.88,2.1,1.74,True
4934,La Liga (Spain),2024,2026-01-08 13:00:00,La -Team-02,La -Team-06,FINISHED,0.0,0.0,1.62,1.54,2.29,3.88,2.78,1.61,2.36,1.68,2.21,True
4935,La Liga (Spain),2024,2026-01-08 13:00:00,La -Team-05,La -Team-16,FINISHED,1.0,1.0,2.39,0.7,1.38,4.83,8.09,2.2,1.68,1.88,1.96,True
4936,La Liga (Spain),2024,2026-01-08 13:00:00,La -Team-11,La -Team-14,FINISHED,3.0,1.0,1.0,1.08,3.2,2.85,2.55,2.87,1.43,3.76,1.29,True
4937,Serie A (Italy),2024,2026-01-08 21:00:00,Ser-Team-05,Ser-Team-15,FINISHED,1.0,1.0,1.8,0.52,1.75,3.21,5.55,2.93,1.41,3.27,1.35,True
4938,Serie A (Italy),2024,2026-01-08 13:00:00,Ser-Team-14,Ser-Team-03,FINISHED,0.0,2.0,0.99,0.64,1.87,3.54,4.19,2.11,1.74,2.29,1.63,True
4939,Serie A (Italy),2024,2026-01-08 21:00:00,Ser-Team-01,Ser-Team-08,FINISHED,2.0,1.0,2.67,0.5,1.16,7.53,13.24,1.89,1.91,1.35,3.19,True
4940,Serie A (Italy),2024,2026-01-08 21:00:00,Ser-Team-12,Ser-Team-09,FINISHED,0.0,3.0,1.01,0.71,1.96,3.4,3.91,2.21,1.68,2.49,1.54,True
4941,Serie A (Italy),2024,2026-01-08 13:00:00,Ser-Team-07,Ser-Team-11,FINISHED,0.0,1.0,1.27,0.41,1.9,3.47,4.1,2.18,1.7,2.41,1.57,True
4942,Serie A (Italy),2024,2026-01-08 16:00:00,Ser-Team-10,Ser-Team-06,FINISHED,2.0,0.0,0.97,-0.02,1.54,3.36,8.82,3.88,1.25,3.68,1.28,True
4943,Serie A (Italy),2024,2026-01-08 16:00:00,Ser-Team-16,Ser-Team-13,FINISHED,2.0,2.0,0.84,1.43,3.58,3.43,2.05,2.08,1.77,2.32,1.62,True
4944,Serie A (Italy),2024,2026-01-08 13:00:00,Ser-Team-02,Ser-Team-04,FINISHED,1.0,2.0,0.82,0.71,2.9,2.8,2.81,2.87,1.43,3.83,1.27,True
4945,Bundesliga (Germany),2024,2026-01-08 21:00:00,Bun-Team-10,Bun-Team-16,FINISHED,0.0,0.0,1.33,1.01,1.83,3.3,4.8,2.58,1.51,2.86,1.43,True
4946,Bundesliga (Germany),2024,2026-01-08 18:00:00,Bun-Team-12,Bun-Team-04,FINISHED,2.0,0.0,1.81,0.7,1.45,4.44,6.69,2.08,1.76,1.86,1.94,True
4947,Bundesliga (Germany),2024,2026-01-08 16:00:00,Bun-Team-13,Bun-Team-15,FINISHED,3.0,1.0,1.05,1.59,3.97,3.62,1.89,2.03,1.8,2.2,1.67,True
4948,Bundesliga (Germany),2024,2026-01-08 16:00:00,Bun-Team-03,Bun-Team-09,FINISHED,0.0,1.0,0.58,0.96,6.02,2.93,1.81,3.64,1.29,4.35,1.22,True
4949,Bundesliga (Germany),2024,2026-01-08 18:00:00,Bun-Team-06,Bun-Team-14,FINISHED,1.0,1.0,2.94,1.41,1.4,5.75,5.92,1.41,2.96,1.26,4.04,True
4950,Bundesliga (Germany),2024,2026-01-08 21:00:00,Bun-Team-08,Bun-Team-01,FINISHED,0.0,2.0,0.65,0.99,4.77,2.87,1.98,3.27,1.34,4.07,1.25,True
4951,Bundesliga (Germany),2024,2026-01-08 18:00:00,Bun-Team-07,Bun-Team-05,FINISHED,1.0,0.0,0.92,1.11,2.35,3.19,3.08,2.23,1.66,2.65,1.48,True
4952,Bundesliga (Germany),2024,2026-01-08 16:00:00,Bun-Team-02,Bun-Team-11,FINISHED,0.0,3.0,1.37,1.29,1.79,3.89,4.02,1.79,2.04,1.85,1.98,True
4953,Ligue 1 (France),2024,2026-01-08 18:00:00,Lig-Team-11,Lig-Team-15,FINISHED,1.0,0.0,1.11,1.01,2.85,3.6,2.33,1.83,1.99,2.01,1.81,True
4954,Ligue 1 (France),2024,2026-01-08 21:00:00,Lig-Team-08,Lig-Team-05,FINISHED,1.0,0.0,0.95,0.72,2.92,2.63,2.97,3.27,1.35,4.67,1.2,True
4955,Ligue 1 (France),2024,2026-01-08 16:00:00,Lig-Team-01,Lig-Team-03,FINISHED,1.0,0.0,1.38,1.05,2.29,3.03,3.42,2.5,1.52,3.12,1.37,True
4956,Ligue 1 (France),2024,2026-01-08 21:00:00,Lig-Team-07,Lig-Team-12,FINISHED,0.0,1.0,1.25,0.7,2.14,3.09,3.75,2.5,1.52,3.02,1.4,True
4957,Ligue 1 (France),2024,2026-01-08 16:00:00,Lig-Team-04,Lig-Team-09,FINISHED,0.0,0.0,0.76,0.68,2.92,2.61,2.95,3.29,1.34,4.75,1.19,True
4958,Ligue 1 (France),2024,2026-01-08 18:00:00,Lig-Team-10,Lig-Team-13,FINISHED,0.0,3.0,0.82,0.99,4.0,3.22,2.01,2.48,1.54,2.91,1.41,True
4959,Ligue 1 (France),2024,2026-01-08 21:00:00,Lig-Team-06,Lig-Team-02,FINISHED,1.0,0.0,1.39,0.9,1.9,3.48,4.02,2.13,1.71,2.34,1.6,True
4960,Ligue 1 (France),2024,2026-01-08 18:00:00,Lig-Team-14,Lig-Team-16,FINISHED,3.0,3.0,1.21,0.7,2.3,3.04,3.35,2.5,1.54,3.05,1.38,True
4961,Premier League (England),2024,2026-01-14 21:00:00,Pre-Team-07,Pre-Team-09,FINISHED,1.0,2.0,0.92,1.71,3.05,3.63,2.21,1.78,2.0,1.98,1.86,True
4962,Premier League (England),2024,2026-01-14 13:00:00,Pre-Team-04,Pre-Team-10,FINISHED,2.0,0.0,2.71,0.44,1.2,6.76,13.27,2.15,1.71,1.51,2.54,True
4963,Premier League (England),2024,2026-01-14 16:00:00,Pre-Team-16,Pre-Team-05,FINISHED,2.0,2.0,0.67,0.75,2.31,2.61,4.07,3.53,1.3,4.93,1.19,True
4964,Premier League (England),2024,2026-01-14 13:00:00,Pre-Team-14,Pre-Team-02,FINISHED,0.0,0.0,0.96,0.64,4.42,2.85,2.06,3.14,1.37,3.99,1.26,True
4965,Premier League (England),2024,2026-01-14 13:00:00,Pre-Team-01,Pre-Team-15,FINISHED,2.0,1.0,1.84,0.7,1.86,3.54,4.16,2.11,1.72,2.3,1.62,True
4966,Premier League (England),2024,2026-01-14 21:00:00,Pre-Team-12,Pre-Team-03,FINISHED,1.0,0.0,1.36,1.62,2.83,3.74,2.29,1.72,2.14,1.84,1.99,True
4967,Premier League (England),2024,2026-01-14 18:00:00,Pre-Team-06,Pre-Team-08,FINISHED,0.0,0.0,1.08,0.66,1.85,3.13,4.87,2.86,1.43,3.28,1.35,True
4968,Premier League (England),2024,2026-01-14 16:00:00,Pre-Team-13,Pre-Team-11,FINISHED,0.0,1.0,0.93,1.17,3.05,3.43,2.24,1.93,1.87,2.2,1.7,True
4969,La Liga (Spain),2024,2026-01-14 18:00:00,La -Team-14,La -Team-16,FINISHED,2.0,0.0,1.9,1.1,1.39,4.49,8.63,2.53,1.53,2.17,1.7,True
4970,La Liga (Spain),2024,2026-01-14 13:00:00,La -Team-15,La -Team-01,FINISHED,3.0,3.0,1.52,1.1,2.06,3.54,3.43,1.91,1.88,2.11,1.74,True
4971,La Liga (Spain),2024,2026-01-14 21:00:00,La -Team-04,La -Team-08,FINISHED,2.0,3.0,0.61,0.86,3.72,2.56,2.48,3.57,1.3,5.12,1.16,True
4972,La Liga (Spain),2024,2026-01-14 16:00:00,La -Team-12,La -Team-10,FINISHED,2.0,0.0,1.86,0.64,1.68,3.89,4.86,2.02,1.82,2.03,1.81,True
4973,La Liga (Spain),2024,2026-01-14 16:00:00,La -Team-05,La -Team-02,FINISHED,3.0,0.0,1.58,1.42,1.63,4.45,4.46,1.59,2.36,1.52,2.51,True
4974,La Liga (Spain),2024,2026-01-14 16:00:00,La -Team-13,La -Team-03,FINISHED,2.0,1.0,2.0,1.23,1.74,4.15,4.06,1.64,2.23,1.64,2.24,True
4975,La Liga (Spain),2024,2026-01-14 16:00:00,La -Team-07,La -Team-06,FINISHED,0.0,0.0,0.77,1.42,3.7,3.12,2.12,2.46,1.56,2.94,1.41,True
4976,La Liga (Spain),2024,2026-01-14 21:00:00,La -Team-09,La -Team-11,FINISHED,1.0,2.0,0.98,1.6,3.27,3.66,2.07,1.8,2.01,1.96,1.86,True
